CustomerID,Recency,Number_article,Price,Country
12662.0,0.0,11.0,3849.78,14
12664.0,7.0,9.0,4881.88,12
12665.0,324.0,1.0,63.0,14
12667.0,57.0,1.0,620.1300000000001,12
12668.0,11.0,4.0,3807.1500000000005,14
12669.0,150.0,3.0,2744.03,13
12670.0,9.0,5.0,2996.0499999999997,13
12672.0,329.0,1.0,225.9,13
12673.0,4.0,2.0,610.52,14
12674.0,38.0,4.0,1970.6,13
12676.0,24.0,6.0,1331.39,31
12678.0,41.0,11.0,8732.7,13
12679.0,58.0,4.0,1113.0199999999998,13
12680.0,0.0,4.0,862.81,13
12681.0,14.0,22.0,13787.54,13
12682.0,3.0,31.0,12288.219999999998,13
12683.0,3.0,15.0,8476.570000000002,13
12684.0,7.0,7.0,2283.63,13
12685.0,27.0,6.0,2863.08,13
12686.0,371.0,1.0,89.14,13
12688.0,113.0,1.0,4873.81,17
12689.0,25.0,2.0,1247.6099999999997,13
12690.0,205.0,1.0,389.01,13
12691.0,27.0,6.0,1035.8,13
12693.0,126.0,4.0,855.91,14
12694.0,69.0,2.0,869.6700000000001,13
12695.0,6.0,4.0,582.1,13
12697.0,28.0,3.0,957.5900000000001,31
12700.0,7.0,4.0,4939.99,13
12701.0,79.0,2.0,797.71,14
12702.0,19.0,1.0,219.0,14
12703.0,70.0,1.0,283.55,14
12704.0,6.0,8.0,2340.84,12
12705.0,14.0,9.0,6868.289999999999,14
12707.0,291.0,1.0,603.42,13
12708.0,29.0,10.0,2712.9100000000003,14
12709.0,14.0,15.0,9736.52,14
12710.0,96.0,3.0,1149.02,14
12712.0,28.0,13.0,4396.13,14
12713.0,0.0,1.0,848.5500000000002,14
12714.0,8.0,5.0,4708.8600000000015,13
12715.0,105.0,1.0,353.86,31
12716.0,3.0,2.0,1053.4899999999998,13
12717.0,150.0,2.0,1030.98,15
12718.0,70.0,1.0,238.25,13
12719.0,4.0,2.0,644.95,13
12720.0,2.0,25.0,5781.7300000000005,14
12721.0,31.0,6.0,2656.1299999999997,13
12722.0,84.0,4.0,997.6300000000001,13
12723.0,3.0,5.0,725.0699999999999,13
12724.0,4.0,4.0,1031.4100000000003,13
12725.0,370.0,1.0,427.8,18
12726.0,27.0,7.0,2609.1,13
12727.0,10.0,7.0,3980.7,13
12728.0,70.0,4.0,836.3299999999999,13
12729.0,113.0,1.0,453.0100000000001,13
12731.0,23.0,12.0,18895.91,13
12732.0,179.0,1.0,236.26000000000005,13
12733.0,233.0,1.0,383.9500000000001,33
12734.0,352.0,1.0,110.4,13
12735.0,314.0,2.0,779.5699999999999,13
12736.0,332.0,1.0,234.00000000000003,13
12738.0,371.0,1.0,155.35,14
12739.0,77.0,2.0,1013.04,34
12740.0,63.0,1.0,427.6,13
12743.0,133.0,2.0,546.4300000000001,36
12744.0,51.0,7.0,21279.29,29
12747.0,1.0,11.0,4196.01,35
12748.0,0.0,210.0,33719.73,35
12749.0,3.0,5.0,4090.8800000000006,35
12750.0,128.0,1.0,275.88,25
12752.0,80.0,1.0,4366.780000000002,24
12753.0,22.0,6.0,21429.39,19
12754.0,235.0,3.0,3010.74,19
12755.0,280.0,2.0,3811.9500000000003,19
12756.0,86.0,1.0,112.08,19
12757.0,15.0,13.0,7857.099999999999,26
12758.0,116.0,2.0,2791.59,26
12759.0,51.0,3.0,1531.44,23
12762.0,7.0,2.0,1898.5199999999995,26
12763.0,137.0,2.0,494.0800000000001,19
12764.0,316.0,1.0,1693.88,20
12766.0,3.0,7.0,6989.630000000001,26
12769.0,238.0,1.0,1143.6,4
12770.0,210.0,1.0,1351.4499999999996,19
12772.0,59.0,1.0,892.4700000000001,26
12775.0,16.0,5.0,1386.04,23
12778.0,19.0,6.0,822.23,23
12779.0,37.0,8.0,3981.3600000000006,25
12781.0,63.0,2.0,826.74,8
12782.0,4.0,5.0,2330.92,26
12783.0,1.0,6.0,2225.91,26
12784.0,8.0,2.0,574.4200000000002,26
12785.0,363.0,1.0,311.95,26
12787.0,9.0,3.0,463.65999999999997,23
12789.0,64.0,1.0,91.85,23
12790.0,191.0,1.0,324.92000000000013,23
12791.0,373.0,1.0,192.6,23
12792.0,256.0,1.0,400.54,26
12793.0,334.0,2.0,545.48,26
12794.0,52.0,2.0,860.4099999999999,26
12795.0,18.0,1.0,430.48,26
12797.0,365.0,1.0,254.03,26
12798.0,9.0,3.0,6977.039999999999,19
12802.0,186.0,1.0,427.58,23
12808.0,36.0,3.0,483.65000000000003,26
12809.0,177.0,1.0,489.31,26
12811.0,260.0,3.0,514.85,26
12812.0,44.0,1.0,229.64,19
12814.0,101.0,1.0,125.92,25
12815.0,147.0,2.0,1063.46,25
12816.0,95.0,2.0,572.2,25
12817.0,280.0,1.0,166.04,1
12818.0,261.0,1.0,1542.08,1
12820.0,2.0,4.0,942.34,35
12821.0,213.0,1.0,92.72,35
12822.0,70.0,2.0,948.8799999999999,35
12823.0,74.0,5.0,1759.5,35
12824.0,59.0,1.0,397.12,35
12826.0,2.0,7.0,1474.72,35
12827.0,5.0,3.0,430.15,35
12828.0,2.0,6.0,1018.7099999999999,35
12829.0,336.0,2.0,293.0,35
12830.0,37.0,6.0,6814.64,35
12831.0,261.0,1.0,215.05,35
12832.0,31.0,2.0,383.03000000000003,35
12833.0,144.0,1.0,417.38,35
12834.0,282.0,1.0,312.38,35
12836.0,58.0,4.0,2612.8599999999997,35
12837.0,172.0,1.0,134.1,35
12838.0,33.0,2.0,683.1300000000001,35
12839.0,2.0,14.0,5591.420000000001,35
12840.0,143.0,4.0,2726.77,35
12841.0,4.0,25.0,4022.35,35
12842.0,69.0,2.0,1118.99,35
12843.0,65.0,8.0,1702.2600000000002,35
12844.0,28.0,2.0,325.96000000000004,35
12845.0,266.0,4.0,354.09,35
12847.0,21.0,1.0,871.5399999999997,35
12849.0,30.0,2.0,1050.8899999999999,35
12851.0,96.0,1.0,135.18,35
12852.0,294.0,1.0,311.55,35
12853.0,134.0,6.0,1957.0999999999997,35
12854.0,78.0,3.0,1324.5,35
12855.0,372.0,1.0,38.1,35
12856.0,7.0,6.0,2179.9300000000003,35
12857.0,210.0,2.0,1106.4,35
12863.0,51.0,1.0,521.2,35
12864.0,137.0,1.0,147.12,35
12865.0,25.0,2.0,1568.23,1
12866.0,282.0,1.0,559.12,3
12867.0,25.0,7.0,4036.82,35
12868.0,185.0,6.0,1607.06,35
12871.0,83.0,2.0,380.64,35
12872.0,326.0,2.0,599.97,35
12873.0,281.0,1.0,374.0,35
12875.0,142.0,2.0,343.23000000000013,35
12876.0,57.0,2.0,2218.02,3
12877.0,3.0,12.0,1535.7700000000002,35
12878.0,235.0,2.0,854.99,35
12879.0,44.0,3.0,573.22,35
12881.0,275.0,1.0,298.0,35
12882.0,8.0,2.0,1463.04,35
12883.0,24.0,4.0,703.47,35
12884.0,87.0,1.0,309.05000000000007,35
12885.0,62.0,3.0,1175.2199999999998,35
12886.0,67.0,2.0,1378.4000000000003,35
12888.0,213.0,2.0,354.12,35
12890.0,23.0,1.0,380.47,35
12891.0,185.0,3.0,331.0,35
12893.0,30.0,1.0,188.14,35
12895.0,41.0,2.0,372.8,35
12897.0,204.0,2.0,216.5,35
12901.0,8.0,28.0,17654.54,35
12902.0,264.0,1.0,138.67999999999998,35
12904.0,17.0,2.0,509.58,35
12906.0,11.0,5.0,2919.8099999999995,35
12908.0,175.0,2.0,750.0,35
12909.0,39.0,5.0,2178.6700000000005,35
12910.0,22.0,8.0,3075.0400000000004,35
12912.0,2.0,5.0,1662.3000000000002,35
12913.0,4.0,5.0,2483.63,35
12915.0,148.0,2.0,363.65,35
12916.0,138.0,4.0,3006.1499999999996,35
12917.0,127.0,1.0,594.0,35
12919.0,7.0,6.0,1335.19,35
12920.0,16.0,1.0,164.23000000000005,35
12921.0,8.0,37.0,16587.090000000004,35
12922.0,160.0,1.0,405.38,35
12923.0,63.0,1.0,176.97,35
12924.0,87.0,4.0,933.7,35
12925.0,4.0,2.0,694.05,35
12928.0,34.0,5.0,2062.7,35
12929.0,311.0,1.0,117.85,35
12930.0,77.0,2.0,415.8,35
12931.0,21.0,13.0,13864.76,35
12933.0,23.0,3.0,607.53,35
12935.0,1.0,7.0,2160.7000000000003,35
12936.0,16.0,4.0,1063.9,35
12937.0,14.0,4.0,1504.27,35
12938.0,25.0,1.0,114.14,35
12939.0,63.0,8.0,11581.800000000001,35
12940.0,54.0,2.0,913.5400000000002,35
12942.0,130.0,3.0,683.8999999999999,35
12944.0,35.0,2.0,604.51,35
12945.0,287.0,1.0,462.9500000000001,35
12947.0,143.0,6.0,1603.9899999999998,35
12948.0,15.0,7.0,2064.95,35
12949.0,30.0,8.0,4167.219999999999,35
12950.0,1.0,3.0,1843.0,35
12951.0,8.0,6.0,1064.0700000000002,35
12952.0,5.0,4.0,1387.79,35
12953.0,9.0,1.0,329.85,35
12955.0,0.0,11.0,4757.16,35
12956.0,305.0,1.0,108.07,35
12957.0,9.0,8.0,4017.5400000000004,35
12962.0,6.0,2.0,266.39000000000004,35
12963.0,7.0,8.0,1856.6300000000003,35
12965.0,88.0,1.0,771.91,35
12966.0,9.0,1.0,160.18,35
12967.0,357.0,2.0,1660.9,35
12968.0,111.0,1.0,135.95,35
12970.0,6.0,4.0,452.24,35
12971.0,3.0,86.0,11189.909999999996,35
12974.0,197.0,1.0,144.8,35
12976.0,211.0,1.0,738.6,35
12977.0,155.0,1.0,39.24,35
12980.0,157.0,9.0,7374.900000000001,35
12981.0,29.0,2.0,372.22,35
12982.0,242.0,1.0,390.54,35
12984.0,18.0,1.0,97.5,35
12985.0,0.0,2.0,1239.38,35
12987.0,73.0,2.0,558.7,35
12988.0,291.0,1.0,535.3200000000002,35
12989.0,2.0,15.0,6924.109999999999,35
12990.0,30.0,3.0,409.5,35
12991.0,22.0,2.0,503.75999999999993,35
12993.0,22.0,4.0,414.76,35
12994.0,3.0,3.0,974.4200000000001,35
12995.0,84.0,1.0,211.32,35
12997.0,21.0,4.0,1226.89,35
12999.0,195.0,3.0,455.88,35
13000.0,106.0,3.0,534.85,35
13001.0,3.0,13.0,9818.819999999998,35
13002.0,317.0,1.0,120.95,35
13003.0,105.0,3.0,149.05,35
13004.0,11.0,18.0,5655.910000000001,35
13005.0,173.0,2.0,513.7,35
13006.0,55.0,1.0,81.57,35
13008.0,322.0,1.0,229.47000000000003,35
13011.0,371.0,1.0,50.55,35
13012.0,8.0,8.0,1661.84,35
13013.0,0.0,13.0,4810.9400000000005,35
13014.0,10.0,10.0,3466.28,35
13015.0,52.0,5.0,3346.2799999999997,35
13016.0,72.0,3.0,789.8899999999999,35
13017.0,6.0,1.0,204.0,35
13018.0,15.0,28.0,7277.699999999999,35
13021.0,3.0,9.0,2616.38,35
13023.0,63.0,2.0,689.9000000000001,35
13026.0,0.0,5.0,975.3600000000001,35
13027.0,113.0,6.0,6912.0,35
13028.0,22.0,2.0,661.3199999999999,35
13029.0,30.0,3.0,1247.5,35
13030.0,10.0,2.0,799.4799999999997,35
13032.0,51.0,2.0,1010.1800000000001,35
13033.0,356.0,1.0,190.55,35
13034.0,54.0,2.0,642.7699999999999,35
13035.0,73.0,2.0,921.8800000000001,35
13037.0,137.0,3.0,881.07,35
13038.0,79.0,3.0,908.46,35
13040.0,8.0,2.0,676.99,35
13043.0,272.0,1.0,516.4200000000002,35
13044.0,290.0,1.0,560.47,35
13045.0,98.0,1.0,305.28,35
13046.0,30.0,2.0,629.3099999999998,35
13047.0,31.0,10.0,3237.54,35
13048.0,13.0,4.0,1835.9100000000003,35
13049.0,63.0,2.0,656.6800000000001,35
13050.0,14.0,17.0,5836.86,35
13052.0,211.0,1.0,348.1500000000001,35
13055.0,77.0,3.0,1214.41,35
13058.0,24.0,3.0,271.4,35
13059.0,249.0,1.0,183.4,35
13060.0,253.0,1.0,307.5300000000001,35
13061.0,71.0,1.0,248.61,35
13062.0,190.0,1.0,346.98,35
13064.0,12.0,4.0,1119.49,35
13065.0,372.0,1.0,205.86,35
13066.0,23.0,2.0,470.79999999999995,35
13067.0,81.0,1.0,115.46,35
13068.0,9.0,2.0,344.0,35
13069.0,0.0,24.0,4436.12,35
13070.0,191.0,1.0,228.8,35
13072.0,266.0,1.0,177.14999999999995,35
13075.0,129.0,1.0,919.61,35
13077.0,0.0,4.0,729.27,35
13078.0,2.0,26.0,12627.94,35
13079.0,3.0,5.0,220.10000000000002,35
13080.0,178.0,1.0,58.08,35
13081.0,11.0,11.0,28337.379999999997,35
13082.0,125.0,9.0,3613.63,35
13083.0,3.0,2.0,303.75,35
13085.0,157.0,2.0,416.08000000000004,35
13089.0,2.0,97.0,58825.83,35
13090.0,8.0,14.0,8910.819999999998,35
13091.0,27.0,1.0,345.82000000000005,35
13092.0,70.0,5.0,477.83,35
13093.0,275.0,8.0,7832.470000000001,35
13094.0,20.0,12.0,1927.3200000000002,35
13095.0,70.0,1.0,74.4,35
13097.0,32.0,10.0,6010.420000000001,35
13098.0,0.0,28.0,28882.440000000006,35
13099.0,98.0,1.0,207.36,35
13101.0,233.0,1.0,101.19,35
13102.0,0.0,24.0,6424.09,35
13103.0,39.0,1.0,243.94,35
13104.0,2.0,6.0,1098.48,35
13106.0,132.0,1.0,76.5,35
13107.0,43.0,4.0,1531.6200000000001,35
13108.0,372.0,1.0,350.05999999999995,35
13109.0,59.0,2.0,786.5400000000001,35
13110.0,30.0,7.0,1488.67,35
13113.0,0.0,24.0,12245.96,35
13115.0,11.0,4.0,2294.78,35
13116.0,137.0,1.0,501.14,35
13117.0,21.0,8.0,984.9099999999999,35
13118.0,19.0,5.0,1197.81,35
13120.0,238.0,1.0,30.6,35
13121.0,268.0,1.0,283.73,35
13122.0,93.0,2.0,922.39,35
13124.0,89.0,3.0,3866.330000000001,35
13126.0,4.0,8.0,2099.64,35
13127.0,77.0,1.0,259.17,35
13130.0,93.0,1.0,64.0,35
13131.0,22.0,3.0,1073.3000000000002,35
13132.0,261.0,1.0,77.3,35
13133.0,273.0,2.0,109.80000000000001,35
13134.0,85.0,4.0,1793.58,35
13135.0,196.0,1.0,3096.0,35
13136.0,55.0,5.0,2607.6099999999997,35
13137.0,10.0,8.0,3650.4099999999994,35
13138.0,21.0,6.0,962.3900000000001,35
13139.0,15.0,7.0,5064.9400000000005,35
13140.0,107.0,3.0,423.71999999999997,35
13141.0,84.0,5.0,2388.75,35
13142.0,18.0,1.0,307.08999999999986,35
13144.0,332.0,1.0,110.95,35
13145.0,39.0,4.0,618.52,35
13146.0,25.0,1.0,228.91,35
13147.0,9.0,4.0,712.8,35
13148.0,28.0,12.0,3707.1199999999994,35
13149.0,13.0,4.0,1676.0600000000002,35
13151.0,295.0,1.0,1257.8700000000003,35
13153.0,5.0,1.0,486.22,35
13155.0,32.0,4.0,971.7599999999998,35
13157.0,48.0,4.0,1741.2200000000003,35
13158.0,94.0,4.0,1201.06,35
13159.0,8.0,4.0,1437.85,35
13160.0,21.0,1.0,91.8,35
13161.0,312.0,1.0,112.75,35
13162.0,121.0,4.0,1688.29,35
13165.0,45.0,2.0,1021.4799999999998,35
13166.0,282.0,1.0,417.2000000000001,35
13167.0,18.0,4.0,791.33,35
13168.0,35.0,4.0,1319.19,35
13169.0,63.0,2.0,712.8799999999999,35
13170.0,26.0,1.0,116.01,35
13171.0,21.0,3.0,468.40999999999997,35
13173.0,3.0,2.0,353.65000000000003,35
13174.0,15.0,3.0,2817.0299999999997,35
13176.0,45.0,1.0,492.84,35
13177.0,64.0,1.0,282.45,35
13178.0,25.0,11.0,5725.470000000001,35
13182.0,44.0,1.0,121.18,35
13183.0,7.0,9.0,3957.7800000000007,35
13184.0,14.0,10.0,1701.2899999999997,35
13185.0,267.0,1.0,71.4,35
13186.0,39.0,3.0,1575.89,35
13187.0,336.0,1.0,236.02,35
13188.0,10.0,1.0,114.6,35
13189.0,18.0,2.0,260.68,35
13192.0,94.0,2.0,911.94,35
13193.0,60.0,1.0,117.88,35
13194.0,135.0,1.0,60.7,35
13196.0,10.0,4.0,1797.7800000000002,35
13198.0,9.0,6.0,3401.2400000000002,35
13199.0,3.0,38.0,9817.119999999999,35
13200.0,18.0,4.0,870.09,35
13203.0,9.0,4.0,869.46,35
13207.0,14.0,2.0,250.26000000000005,35
13208.0,58.0,6.0,1223.9,35
13209.0,29.0,8.0,5891.61,35
13210.0,93.0,1.0,353.48,35
13211.0,9.0,3.0,1197.42,35
13212.0,19.0,3.0,788.08,35
13213.0,56.0,5.0,1520.58,35
13216.0,267.0,1.0,333.74,35
13217.0,121.0,3.0,533.98,35
13218.0,126.0,1.0,62.64,35
13220.0,77.0,4.0,819.2900000000002,35
13221.0,239.0,2.0,847.4100000000001,35
13223.0,199.0,2.0,163.2,35
13224.0,59.0,2.0,2155.95,35
13225.0,2.0,7.0,6463.840000000001,35
13226.0,272.0,1.0,108.21,35
13227.0,201.0,1.0,257.7,35
13228.0,80.0,1.0,358.0,35
13229.0,225.0,1.0,160.95,35
13230.0,3.0,14.0,2806.97,35
13232.0,12.0,7.0,1357.6000000000001,35
